formula, size, total, solver, subsumption, reverse
P0.5N2L40.form107, 55, 0, 0, 0, 
P0.5N2L40.form108, 49, 1, 0, 1, 
P0.5N2L40.form109, 55, 1, 0, 1, 
P0.5N2L40.form110, 43, 1, 0, 0, 
P0.5N2L40.form111, 61, 0, 0, 0, 
P0.5N2L40.form112, 58, 0, 0, 0, 
P0.5N2L40.form113, 55, 1, 0, 1, 
P0.5N2L40.form114, 61, 1, 0, 1, 
P0.5N2L40.form115, 61, 1, 0, 1, 
P0.5N2L40.form116, 55, 1, 0, 0, 
P0.5N2L40.form117, 55, 1, 0, 0, 
P0.5N2L40.form118, 49, 1, 0, 0, 
P0.5N2L40.form119, 52, 1, 0, 1, 
P0.5N2L40.form120, 58, 2, 0, 0, 
P0.5N2L40.form121, 55, 1, 0, 0, 
P0.5N2L40.form122, 46, 1, 0, 0, 
P0.5N2L40.form123, 58, 1, 0, 1, 
P0.5N2L40.form124, 52, 2, 0, 2, 
P0.5N2L40.form125, 52, 1, 0, 0, 
P0.5N2L40.form126, 58, 1, 0, 1, 
P0.5N2L40.form127, 55, 1, 0, 0, 
P0.5N2L40.form128, 43, 2, 1, 0, 
P0.5N2L40.form129, 52, 1, 0, 0, 
P0.5N2L40.form130, 58, 2, 0, 1, 
P0.5N2L40.form131, 49, 1, 0, 0, 
P0.5N2L40.form132, 49, 1, 0, 1, 
P0.5N2L40.form133, 58, 1, 0, 1, 
P0.5N2L40.form134, 55, 1, 0, 1, 
P0.5N2L40.form135, 52, 3, 0, 3, 
P0.5N2L40.form136, 55, 2, 0, 1, 
P0.5N2L40.form137, 58, 0, 0, 0, 
P0.5N2L40.form138, 55, 2, 0, 1, 
P0.5N2L40.form139, 52, 1, 0, 0, 
P0.5N2L40.form140, 55, 0, 0, 0, 
P0.5N2L40.form141, 55, 2, 0, 1, 
P0.5N2L40.form142, 52, 0, 0, 0, 
P0.5N2L40.form143, 52, 0, 0, 0, 
P0.5N2L40.form144, 52, 4, 0, 3, 
P0.5N2L40.form145, 52, 1, 0, 0, 
P0.5N2L40.form146, 52, 1, 0, 0, 
P0.5N2L40.form147, 61, 2, 0, 0, 
P0.5N2L40.form148, 64, 1, 0, 0, 
P0.5N2L40.form149, 46, 1, 0, 0, 
P0.5N2L40.form150, 55, 1, 0, 1, 
P0.5N2L40.form151, 58, 2, 0, 2, 
P0.5N2L40.form152, 55, 0, 0, 0, 
P0.5N2L40.form153, 49, 1, 0, 1, 
P0.5N2L40.form154, 49, 1, 0, 1, 
P0.5N2L40.form155, 64, 0, 0, 0, 
P0.5N2L40.form156, 43, 0, 0, 0, 
P0.5N2L40.form157, 55, 0, 0, 0, 
P0.5N2L40.form158, 49, 1, 0, 1, 
P0.5N2L40.form159, 64, 0, 0, 0, 
P0.5N2L40.form160, 52, 1, 0, 0, 
P0.5N2L40.form161, 55, 0, 0, 0, 
P0.5N2L40.form162, 46, 0, 0, 0, 
P0.5N2L40.form163, 55, 2, 0, 2, 
P0.5N2L40.form164, 46, 2, 0, 2, 
P0.5N2L40.form165, 61, 2, 0, 1, 
P0.5N2L40.form166, 52, 1, 0, 0, 
P0.5N2L40.form167, 46, 0, 0, 0, 
P0.5N2L40.form168, 46, 1, 0, 0, 
P0.5N2L40.form169, 58, 0, 0, 0, 
P0.5N2L40.form170, 61, 2, 0, 1, 
P0.5N2L40.form171, 49, 1, 0, 0, 
P0.5N2L40.form172, 58, 1, 0, 1, 
P0.5N2L40.form173, 52, 1, 0, 1, 
P0.5N2L40.form174, 52, 2, 0, 0, 
P0.5N2L40.form175, 46, 1, 0, 1, 
P0.5N2L40.form176, 52, 1, 0, 0, 
P0.5N2L40.form177, 52, 0, 0, 0, 
P0.5N2L40.form178, 67, 0, 0, 0, 
P0.5N2L40.form179, 61, 1, 0, 1, 
P0.5N2L40.form180, 49, 1, 0, 0, 
P0.5N2L40.form181, 55, 1, 0, 0, 
P0.5N2L40.form182, 58, 3, 0, 2, 
P0.5N2L40.form183, 61, 1, 0, 0, 
P0.5N2L40.form184, 49, 1, 0, 1, 
P0.5N2L40.form185, 58, 0, 0, 0, 
P0.5N2L40.form186, 46, 0, 0, 0, 
P0.5N2L40.form187, 61, 0, 0, 0, 
P0.5N2L40.form188, 61, 1, 0, 0, 
P0.5N2L40.form189, 55, 1, 0, 0, 
P0.5N2L40.form190, 49, 1, 0, 0, 
P0.5N2L40.form191, 61, 1, 0, 0, 
P0.5N2L40.form192, 49, 1, 0, 0, 
P0.5N2L40.form193, 58, 1, 0, 0, 
P0.5N2L40.form194, 52, 1, 0, 0, 
P0.5N2L40.form195, 61, 1, 0, 0, 
P0.5N2L40.form196, 49, 1, 0, 1, 
P0.5N2L40.form197, 58, 1, 0, 1, 
P0.5N2L40.form198, 52, 1, 0, 0, 
P0.5N2L40.form199, 46, 1, 0, 0, 
P0.5N2L40.form200, 55, 1, 0, 1, 
P0.5N2L40.form201, 55, 2, 0, 1, 
P0.5N2L40.form202, 52, 1, 0, 0, 
P0.5N2L40.form203, 46, 2, 0, 2, 
P0.5N2L40.form204, 49, 1, 0, 1, 
P0.5N2L40.form205, 52, 1, 0, 1, 
P0.5N2L40.form206, 49, 0, 0, 0, 
P0.5N2L40.form207, 52, 1, 0, 1, 
P0.5N2L40.form208, 49, 1, 0, 0, 
P0.5N2L40.form209, 55, 5, 0, 4, 
P0.5N2L40.form210, 58, 2, 0, 2, 
P0.5N2L40.form211, 55, 1, 0, 0, 
P0.5N2L40.form212, 64, 1, 0, 1, 
P0.5N2L40.form213, 52, 1, 0, 0, 
P0.5N2L40.form214, 52, 1, 0, 1, 
P0.5N2L40.form215, 67, 1, 0, 0, 
P0.5N2L40.form216, 49, 1, 0, 0, 
P0.5N2L40.form217, 61, 1, 0, 0, 
P0.5N2L40.form218, 52, 1, 0, 0, 
P0.5N2L40.form219, 58, 0, 0, 0, 
P0.5N2L40.form220, 58, 1, 1, 0, 
P0.5N2L40.form221, 67, 0, 0, 0, 
P0.5N2L40.form222, 55, 1, 0, 0, 
P0.5N2L40.form223, 64, 1, 1, 0, 
P0.5N2L40.form224, 67, 2, 0, 2, 
P0.5N2L40.form225, 61, 2, 0, 1, 
P0.5N2L40.form226, 55, 1, 0, 0, 
P0.5N2L40.form227, 58, 1, 0, 0, 
P0.5N2L40.form228, 55, 1, 0, 0, 
P0.5N2L40.form229, 58, 1, 0, 0, 
P0.5N2L40.form230, 52, 0, 0, 0, 
P0.5N2L40.form231, 52, 1, 0, 0, 
P0.5N2L40.form232, 52, 1, 0, 1, 
P0.5N2L40.form233, 55, 1, 0, 0, 
P0.5N2L40.form234, 46, 0, 0, 0, 
P0.5N2L40.form235, 46, 2, 0, 1, 
P0.5N2L40.form236, 61, 2, 1, 1, 
P0.5N2L40.form237, 64, 1, 0, 1, 
P0.5N2L40.form238, 52, 1, 0, 0, 
P0.5N2L40.form239, 58, 2, 0, 2, 
P0.5N2L40.form240, 52, 1, 0, 1, 
P0.5N2L40.form241, 46, 1, 0, 0, 
P0.5N2L40.form242, 52, 1, 0, 0, 
P0.5N2L40.form243, 52, 2, 0, 1, 
P0.5N2L40.form244, 49, 1, 0, 1, 
P0.5N2L40.form245, 61, 1, 0, 0, 
P0.5N2L40.form246, 52, 1, 0, 1, 
P0.5N2L40.form247, 49, 0, 0, 0, 
P0.5N2L40.form248, 52, 1, 0, 1, 
P0.5N2L40.form249, 52, 0, 0, 0, 
P0.5N2L40.form250, 52, 1, 0, 0, 
P0.5N2L40.form251, 49, 1, 0, 0, 
P0.5N2L40.form252, 61, 0, 0, 0, 
P0.5N2L40.form253, 61, 0, 0, 0, 
P0.5N2L40.form254, 58, 5, 0, 4, 
P0.5N2L40.form255, 52, 1, 0, 0, 
P0.5N2L40.form256, 49, 1, 0, 0, 
P0.5N2L40.form257, 55, 0, 0, 0, 
P0.5N2L40.form258, 40, 1, 0, 1, 
P0.5N2L40.form259, 49, 1, 0, 1, 
P0.5N2L40.form260, 52, 1, 0, 0, 
P0.5N2L40.form261, 52, 1, 0, 1, 
P0.5N2L40.form262, 55, 1, 0, 0, 
P0.5N2L40.form263, 52, 2, 0, 0, 
P0.5N2L40.form264, 55, 1, 0, 1, 
P0.5N2L40.form265, 64, 1, 0, 1, 
P0.5N2L40.form266, 52, 0, 0, 0, 
P0.5N2L40.form267, 52, 2, 0, 1, 
P0.5N2L40.form268, 46, 1, 0, 0, 
P0.5N2L40.form269, 55, 1, 0, 0, 
P0.5N2L40.form270, 52, 1, 0, 0, 
P0.5N2L40.form271, 55, 0, 0, 0, 
P0.5N2L40.form272, 55, 1, 0, 0, 
P0.5N2L40.form273, 49, 0, 0, 0, 
P0.5N2L40.form274, 58, 1, 0, 0, 
P0.5N2L40.form275, 61, 1, 0, 0, 
P0.5N2L40.form276, 58, 1, 0, 1, 
P0.5N2L40.form277, 46, 1, 0, 0, 
P0.5N2L40.form278, 49, 1, 0, 0, 
P0.5N2L40.form279, 55, 2, 0, 2, 
P0.5N2L40.form280, 58, 0, 0, 0, 
P0.5N2L40.form281, 55, 1, 0, 0, 
P0.5N2L40.form282, 55, 1, 0, 0, 
P0.5N2L40.form283, 52, 1, 0, 1, 
P0.5N2L40.form284, 43, 1, 1, 0, 
P0.5N2L40.form285, 55, 1, 1, 0, 
P0.5N2L40.form286, 58, 0, 0, 0, 
P0.5N2L40.form287, 55, 1, 0, 1, 
P0.5N2L40.form288, 55, 0, 0, 0, 
P0.5N2L40.form289, 61, 2, 0, 1, 
P0.5N2L40.form290, 52, 1, 0, 0, 
P0.5N2L40.form291, 49, 1, 0, 1, 
P0.5N2L40.form292, 55, 1, 0, 0, 
P0.5N2L40.form293, 49, 1, 0, 0, 
P0.5N2L40.form294, 46, 1, 0, 0, 
P0.5N2L40.form295, 58, 1, 0, 1, 
P0.5N2L40.form296, 58, 1, 0, 0, 
P0.5N2L40.form297, 52, 2, 0, 1, 
P0.5N2L40.form298, 52, 3, 0, 1, 
P0.5N2L40.form299, 46, 2, 0, 1, 
P0.5N2L40.form300, 49, 2, 0, 2, 
P0.5N2L40.form301, 49, 1, 0, 0, 
P0.5N2L40.form302, 49, 1, 0, 0, 
P0.5N2L40.form303, 49, 1, 0, 1, 
P0.5N2L40.form304, 49, 0, 0, 0, 
P0.5N2L40.form305, 58, 1, 0, 0, 
P0.5N2L40.form306, 52, 1, 0, 0, 
P0.5N2L40.form307, 55, 1, 0, 1, 
P0.5N2L40.form308, 49, 0, 0, 0, 
P0.5N2L40.form309, 52, 4, 1, 2, 
P0.5N2L40.form310, 49, 1, 0, 0, 
P0.5N2L40.form311, 61, 1, 0, 0, 
P0.5N2L40.form312, 49, 8, 1, 6, 
P0.5N2L40.form313, 49, 1, 0, 0, 
P0.5N2L40.form314, 55, 1, 0, 0, 
P0.5N2L40.form315, 49, 1, 0, 1, 
P0.5N2L40.form316, 46, 2, 0, 1, 
P0.5N2L40.form317, 46, 1, 0, 0, 
P0.5N2L40.form318, 52, 1, 0, 1, 
P0.5N2L40.form319, 64, 3, 0, 2, 
P0.5N2L40.form320, 49, 2, 1, 0, 
P0.5N2L40.form321, 61, 0, 0, 0, 
P0.5N2L40.form322, 61, 2, 0, 1, 
P0.5N2L40.form323, 58, 3, 0, 3, 
P0.5N2L40.form324, 52, 1, 0, 0, 
P0.5N2L40.form325, 52, 2, 0, 2, 
P0.5N2L40.form326, 64, 1, 0, 0, 
P0.5N2L40.form327, 58, 1, 0, 0, 
P0.5N2L40.form328, 49, 0, 0, 0, 
P0.5N2L40.form329, 52, 2, 0, 1, 
P0.5N2L40.form330, 46, 1, 0, 0, 
P0.5N2L40.form331, 61, 2, 0, 1, 
P0.5N2L40.form332, 55, 1, 0, 0, 
P0.5N2L40.form333, 49, 6, 1, 3, 
P0.5N2L40.form334, 43, 3, 0, 2, 
P0.5N2L40.form335, 46, 1, 0, 1, 
P0.5N2L40.form336, 58, 1, 0, 1, 
P0.5N2L40.form337, 58, 1, 0, 0, 
P0.5N2L40.form338, 49, 1, 0, 0, 
P0.5N2L40.form339, 55, 1, 0, 1, 
P0.5N2L40.form340, 46, 1, 0, 1, 
P0.5N2L40.form341, 58, 1, 0, 0, 
P0.5N2L40.form342, 52, 0, 0, 0, 
P0.5N2L40.form343, 46, 0, 0, 0, 
P0.5N2L40.form344, 58, 1, 0, 0, 
P0.5N2L40.form345, 55, 3, 0, 2, 
P0.5N2L40.form346, 55, 1, 0, 0, 
P0.5N2L40.form347, 52, 0, 0, 0, 
P0.5N2L40.form348, 49, 1, 0, 0, 
P0.5N2L40.form349, 55, 1, 0, 0, 
P0.5N2L40.form350, 55, 2, 0, 1, 
P0.5N2L40.form351, 58, 2, 0, 1, 
P0.5N2L40.form352, 55, 1, 0, 0, 
P0.5N2L40.form353, 52, 5, 1, 3, 
P0.5N2L40.form354, 61, 1, 0, 1, 
P0.5N2L40.form355, 52, 6, 0, 6, 
P0.5N2L40.form356, 52, 1, 0, 0, 
P0.5N2L40.form357, 46, 0, 0, 0, 
P0.5N2L40.form358, 52, 2, 0, 1, 
P0.5N2L40.form359, 58, 1, 1, 0, 
P0.5N2L40.form360, 49, 1, 0, 0, 
P0.5N2L40.form361, 61, 0, 0, 0, 
P0.5N2L40.form362, 55, 1, 0, 0, 
P0.5N2L40.form363, 52, 1, 0, 1, 
P0.5N2L40.form364, 55, 1, 0, 1, 
P0.5N2L40.form365, 52, 1, 0, 0, 
P0.5N2L40.form366, 61, 2, 0, 2, 
P0.5N2L40.form367, 55, 2, 0, 1, 
P0.5N2L40.form368, 52, 2, 0, 1, 
P0.5N2L40.form369, 46, 1, 0, 0, 
P0.5N2L40.form370, 49, 0, 0, 0, 
P0.5N2L40.form371, 55, 6, 0, 5, 
P0.5N2L40.form372, 52, 2, 0, 1, 
P0.5N2L40.form373, 49, 2, 0, 1, 
P0.5N2L40.form374, 46, 3, 0, 2, 
P0.5N2L40.form375, 55, 1, 0, 0, 
P0.5N2L40.form376, 52, 1, 0, 0, 
P0.5N2L40.form377, 52, 0, 0, 0, 
P0.5N2L40.form378, 46, 3, 0, 3, 
P0.5N2L40.form379, 58, 2, 0, 1, 
P0.5N2L40.form380, 55, 0, 0, 0, 
P0.5N2L40.form381, 55, 1, 0, 0, 
P0.5N2L40.form382, 52, 0, 0, 0, 
P0.5N2L40.form383, 46, 1, 0, 1, 
P0.5N2L40.form384, 52, 0, 0, 0, 
P0.5N2L40.form385, 58, 0, 0, 0, 
P0.5N2L40.form386, 55, 1, 0, 1, 
P0.5N2L40.form387, 49, 0, 0, 0, 
P0.5N2L40.form388, 64, 1, 0, 1, 
P0.5N2L40.form389, 61, 1, 0, 1, 
P0.5N2L40.form390, 49, 0, 0, 0, 
P0.5N2L40.form391, 58, 1, 0, 0, 
P0.5N2L40.form392, 55, 1, 0, 1, 
P0.5N2L40.form393, 55, 1, 0, 0, 
P0.5N2L40.form394, 55, 1, 0, 1, 
P0.5N2L40.form395, 52, 1, 0, 0, 
P0.5N2L40.form396, 61, 0, 0, 0, 
P0.5N2L40.form397, 58, 1, 0, 1, 
P0.5N2L40.form398, 58, 1, 0, 1, 
P0.5N2L40.form399, 46, 1, 0, 0, 
P0.5N2L40.form400, 49, 1, 0, 0, 
P0.5N2L40.form401, 55, 1, 0, 1, 
P0.5N2L40.form402, 55, 1, 0, 0, 
P0.5N2L40.form403, 49, 1, 0, 0, 
P0.5N2L40.form404, 52, 2, 0, 2, 
P0.5N2L40.form405, 49, 3, 0, 3, 
P0.5N2L40.form406, 52, 1, 0, 1, 
P0.5N2L40.form407, 58, 1, 0, 0, 
P0.5N2L40.form408, 49, 2, 0, 0, 
P0.5N2L40.form409, 43, 1, 0, 1, 
P0.5N2L40.form410, 58, 0, 0, 0, 
P0.5N2L40.form411, 52, 1, 0, 0, 
P0.5N2L40.form412, 61, 2, 0, 2, 
P0.5N2L40.form413, 55, 1, 0, 0, 
P0.5N2L40.form414, 55, 1, 0, 0, 
P0.5N2L40.form415, 61, 2, 0, 2, 
P0.5N2L40.form416, 52, 2, 0, 2, 
P0.5N2L40.form417, 49, 1, 0, 0, 
P0.5N2L40.form418, 55, 1, 0, 0, 
P0.5N2L40.form419, 46, 1, 0, 0, 
P0.5N2L40.form420, 49, 1, 0, 0, 
P0.5N2L40.form421, 58, 2, 0, 2, 
P0.5N2L40.form422, 64, 0, 0, 0, 
P0.5N2L40.form423, 49, 1, 0, 0, 
P0.5N2L40.form424, 67, 1, 0, 0, 
P0.5N2L40.form425, 61, 1, 0, 0, 
P0.5N2L40.form426, 61, 2, 0, 2, 
P0.5N2L40.form427, 49, 0, 0, 0, 
P0.5N2L40.form428, 55, 1, 0, 0, 
P0.5N2L40.form429, 55, 1, 0, 0, 
P0.5N2L40.form430, 61, 1, 0, 0, 
P0.5N2L40.form431, 49, 1, 0, 0, 
P0.5N2L40.form432, 52, 5, 0, 4, 
P0.5N2L40.form433, 52, 0, 0, 0, 
P0.5N2L40.form434, 49, 0, 0, 0, 
P0.5N2L40.form435, 64, 1, 1, 0, 
P0.5N2L40.form436, 52, 1, 0, 1, 
P0.5N2L40.form437, 52, 1, 0, 0, 
P0.5N2L40.form438, 55, 1, 0, 1, 
P0.5N2L40.form439, 49, 1, 0, 0, 
P0.5N2L40.form440, 55, 2, 0, 2, 
P0.5N2L40.form441, 58, 1, 0, 0, 
P0.5N2L40.form442, 67, 1, 0, 0, 
P0.5N2L40.form443, 46, 1, 0, 1, 
P0.5N2L40.form444, 61, 1, 0, 0, 
P0.5N2L40.form445, 67, 1, 0, 1, 
P0.5N2L40.form446, 49, 0, 0, 0, 
P0.5N2L40.form447, 61, 1, 0, 0, 
P0.5N2L40.form448, 55, 1, 0, 1, 
P0.5N2L40.form449, 52, 2, 0, 1, 
P0.5N2L40.form450, 52, 2, 0, 1, 
P0.5N2L40.form451, 52, 4, 0, 3, 
P0.5N2L40.form452, 52, 1, 0, 1, 
P0.5N2L40.form453, 58, 2, 0, 1, 
P0.5N2L40.form454, 58, 1, 0, 0, 
P0.5N2L40.form455, 55, 4, 0, 4, 
P0.5N2L40.form456, 55, 2, 0, 0, 
P0.5N2L40.form457, 64, 3, 0, 3, 
P0.5N2L40.form458, 40, 1, 0, 0, 
P0.5N2L40.form459, 55, 0, 0, 0, 
P0.5N2L40.form460, 52, 3, 0, 2, 
P0.5N2L40.form461, 49, 1, 0, 1, 
P0.5N2L40.form462, 55, 1, 0, 0, 
P0.5N2L40.form463, 49, 1, 0, 0, 
P0.5N2L40.form464, 55, 1, 0, 0, 
P0.5N2L40.form465, 52, 3, 0, 1, 
P0.5N2L40.form466, 55, 1, 0, 0, 
P0.5N2L40.form467, 46, 1, 0, 0, 
P0.5N2L40.form468, 55, 2, 0, 0, 
P0.5N2L40.form469, 52, 1, 0, 0, 
P0.5N2L40.form470, 55, 1, 0, 0, 
P0.5N2L40.form471, 52, 1, 0, 0, 
P0.5N2L40.form472, 67, 1, 0, 0, 
P0.5N2L40.form473, 55, 1, 0, 1, 
P0.5N2L40.form474, 52, 1, 0, 0, 
P0.5N2L40.form475, 55, 1, 0, 0, 
P0.5N2L40.form476, 55, 1, 0, 0, 
P0.5N2L40.form477, 73, 1, 0, 1, 
P0.5N2L40.form478, 58, 0, 0, 0, 
P0.5N2L40.form479, 58, 0, 0, 0, 
P0.5N2L40.form480, 55, 7, 0, 6, 
P0.5N2L40.form481, 55, 1, 0, 1, 
P0.5N2L40.form482, 55, 0, 0, 0, 
P0.5N2L40.form483, 55, 1, 0, 0, 
P0.5N2L40.form484, 49, 1, 0, 0, 
P0.5N2L40.form485, 55, 0, 0, 0, 
P0.5N2L40.form486, 58, 1, 0, 0, 
P0.5N2L40.form487, 43, 1, 0, 1, 
P0.5N2L40.form488, 55, 1, 0, 0, 
P0.5N2L40.form489, 55, 0, 0, 0, 
P0.5N2L40.form490, 55, 1, 0, 1, 
P0.5N2L40.form491, 61, 1, 0, 0, 
P0.5N2L40.form492, 52, 1, 0, 0, 
P0.5N2L40.form493, 52, 1, 0, 0, 
P0.5N2L40.form494, 49, 2, 1, 0, 
P0.5N2L40.form495, 46, 1, 0, 0, 
P0.5N2L40.form496, 61, 3, 0, 1, 
P0.5N2L40.form497, 64, 1, 0, 0, 
P0.5N2L40.form498, 55, 2, 0, 1, 
P0.5N2L40.form499, 46, 1, 0, 0, 
P0.5N2L50.form, 59, 1, 0, 1, 
P0.5N2L50.form1, 65, 0, 0, 0, 
P0.5N2L50.form2, 59, 0, 0, 0, 
P0.5N2L50.form3, 71, 1, 0, 1, 
P0.5N2L50.form4, 71, 1, 0, 0, 
P0.5N2L50.form5, 68, 3, 0, 3, 
P0.5N2L50.form6, 59, 1, 0, 1, 
P0.5N2L50.form7, 65, 4, 0, 3, 
P0.5N2L50.form8, 65, 2, 0, 2, 
P0.5N2L50.form9, 65, 2, 0, 1, 
P0.5N2L50.form10, 74, 0, 0, 0, 
P0.5N2L50.form11, 71, 1, 0, 0, 
P0.5N2L50.form12, 65, 0, 0, 0, 
P0.5N2L50.form13, 68, 4, 0, 4, 
P0.5N2L50.form14, 65, 0, 0, 0, 
P0.5N2L50.form15, 59, 0, 0, 0, 
P0.5N2L50.form16, 56, 1, 0, 0, 
P0.5N2L50.form17, 59, 1, 0, 0, 
P0.5N2L50.form18, 65, 0, 0, 0, 
P0.5N2L50.form19, 74, 0, 0, 0, 
P0.5N2L50.form20, 68, 1, 0, 1, 
P0.5N2L50.form21, 65, 2, 0, 1, 
P0.5N2L50.form22, 77, 1, 0, 0, 
P0.5N2L50.form23, 80, 1, 0, 1, 
P0.5N2L50.form24, 74, 2, 0, 1, 
P0.5N2L50.form25, 68, 0, 0, 0, 
P0.5N2L50.form26, 62, 1, 0, 1, 
P0.5N2L50.form27, 65, 1, 0, 0, 
P0.5N2L50.form28, 77, 2, 0, 2, 
P0.5N2L50.form29, 80, 1, 0, 1, 
P0.5N2L50.form30, 62, 7, 0, 7, 
P0.5N2L50.form31, 59, 3, 0, 2, 
P0.5N2L50.form32, 71, 3, 0, 3, 
P0.5N2L50.form33, 65, 2, 0, 1, 
P0.5N2L50.form34, 92, 1, 0, 0, 
P0.5N2L50.form35, 65, 1, 0, 1, 
P0.5N2L50.form36, 68, 4, 0, 4, 
P0.5N2L50.form37, 68, 1, 0, 1, 
P0.5N2L50.form38, 59, 1, 0, 1, 
P0.5N2L50.form39, 65, 0, 0, 0, 
P0.5N2L50.form40, 71, 1, 0, 0, 
P0.5N2L50.form41, 68, 0, 0, 0, 
P0.5N2L50.form42, 74, 1, 0, 1, 
P0.5N2L50.form43, 68, 1, 0, 1, 
P0.5N2L50.form44, 62, 1, 0, 0, 
P0.5N2L50.form45, 68, 6, 0, 5, 
P0.5N2L50.form46, 74, 5, 0, 4, 
P0.5N2L50.form47, 71, 2, 0, 1, 
P0.5N2L50.form48, 71, 0, 0, 0, 
P0.5N2L50.form49, 71, 0, 0, 0, 
P0.5N2L50.form50, 80, 9, 0, 8, 
P0.5N2L50.form51, 68, 1, 0, 1, 
P0.5N2L50.form52, 65, 0, 0, 0, 
P0.5N2L50.form53, 65, 4, 0, 3, 
P0.5N2L50.form54, 65, 2, 0, 1, 
P0.5N2L50.form55, 68, 1, 0, 0, 
P0.5N2L50.form56, 68, 1, 0, 0, 
P0.5N2L50.form57, 65, 1, 0, 0, 
P0.5N2L50.form58, 65, 16, 0, 15, 
P0.5N2L50.form59, 65, 1, 0, 0, 
P0.5N2L50.form60, 68, 1, 0, 0, 
P0.5N2L50.form61, 71, 1, 0, 1, 
P0.5N2L50.form62, 62, 1, 0, 0, 
P0.5N2L50.form63, 62, 1, 0, 0, 
P0.5N2L50.form64, 62, 0, 0, 0, 
P0.5N2L50.form65, 68, 1, 0, 0, 
P0.5N2L50.form66, 83, 1, 0, 0, 
P0.5N2L50.form67, 62, 2, 0, 1, 
P0.5N2L50.form68, 80, 1, 0, 0, 
P0.5N2L50.form69, 68, 1, 0, 0, 
P0.5N2L50.form70, 80, 1, 0, 1, 
P0.5N2L50.form71, 62, 5, 0, 5, 
P0.5N2L50.form72, 65, 7, 1, 6, 
P0.5N2L50.form73, 65, 2, 0, 1, 
P0.5N2L50.form74, 80, 1, 0, 0, 
P0.5N2L50.form75, 59, 1, 1, 0, 
P0.5N2L50.form76, 80, 1, 0, 1, 
P0.5N2L50.form77, 68, 2, 0, 1, 
P0.5N2L50.form78, 80, 2, 0, 2, 
P0.5N2L50.form79, 65, 1, 0, 0, 
P0.5N2L50.form80, 74, 1, 0, 0, 
P0.5N2L50.form81, 65, 2, 0, 2, 
P0.5N2L50.form82, 77, 1, 0, 1, 
P0.5N2L50.form83, 71, 1, 0, 0, 
P0.5N2L50.form84, 74, 4, 0, 3, 
P0.5N2L50.form85, 62, 1, 0, 0, 
P0.5N2L50.form86, 74, 3, 0, 2, 
P0.5N2L50.form87, 74, 2, 0, 1, 
P0.5N2L50.form88, 68, 2, 0, 2, 
P0.5N2L50.form89, 68, 2, 0, 1, 
P0.5N2L50.form90, 71, 2, 0, 1, 
P0.5N2L50.form91, 71, 1, 0, 0, 
P0.5N2L50.form92, 65, 0, 0, 0, 
P0.5N2L50.form93, 59, 1, 0, 0, 
P0.5N2L50.form94, 65, 1, 0, 0, 
P0.5N2L50.form95, 80, 1, 0, 0, 
P0.5N2L50.form96, 68, 9, 0, 7, 
P0.5N2L50.form97, 65, 2, 0, 1, 
P0.5N2L50.form98, 74, 2, 1, 0, 
P0.5N2L50.form99, 65, 1, 0, 0, 
P0.5N2L50.form100, 62, 1, 0, 0, 
P0.5N2L50.form101, 74, 1, 0, 1, 
P0.5N2L50.form102, 68, 7, 0, 5, 
P0.5N2L50.form103, 68, 1, 0, 0, 
P0.5N2L50.form104, 77, 1, 0, 0, 
P0.5N2L50.form105, 65, 6, 0, 5, 
P0.5N2L50.form106, 65, 1, 0, 1, 
P0.5N2L50.form107, 71, 1, 0, 1, 
P0.5N2L50.form108, 59, 0, 0, 0, 
P0.5N2L50.form109, 71, 0, 0, 0, 
P0.5N2L50.form110, 71, 1, 0, 1, 
P0.5N2L50.form111, 77, 1, 0, 0, 
P0.5N2L50.form112, 68, 2, 0, 1, 
P0.5N2L50.form113, 59, 0, 0, 0, 
P0.5N2L50.form114, 65, 1, 0, 1, 
P0.5N2L50.form115, 68, 2, 0, 1, 
P0.5N2L50.form116, 68, 1, 0, 1, 
P0.5N2L50.form117, 62, 1, 0, 0, 
P0.5N2L50.form118, 62, 1, 0, 1, 
P0.5N2L50.form119, 62, 2, 0, 1, 
P0.5N2L50.form120, 71, 1, 0, 0, 
P0.5N2L50.form121, 59, 1, 0, 0, 
P0.5N2L50.form122, 62, 3, 0, 3, 
P0.5N2L50.form123, 59, 1, 0, 0, 
P0.5N2L50.form124, 59, 2, 0, 1, 
P0.5N2L50.form125, 71, 1, 0, 0, 
P0.5N2L50.form126, 68, 1, 0, 0, 
P0.5N2L50.form127, 74, 3, 0, 2, 
P0.5N2L50.form128, 68, 1, 0, 1, 
P0.5N2L50.form129, 71, 2, 0, 1, 
P0.5N2L50.form130, 62, 1, 0, 1, 
P0.5N2L50.form131, 68, 1, 0, 1, 
P0.5N2L50.form132, 77, 2, 0, 2, 
P0.5N2L50.form133, 71, 1, 0, 1, 
P0.5N2L50.form134, 74, 1, 0, 0, 
P0.5N2L50.form135, 68, 0, 0, 0, 
P0.5N2L50.form136, 62, 15, 0, 15, 
P0.5N2L50.form137, 71, 2, 0, 1, 
P0.5N2L50.form138, 74, 1, 0, 1, 
P0.5N2L50.form139, 68, 3, 0, 2, 
P0.5N2L50.form140, 65, 2, 0, 1, 
P0.5N2L50.form141, 65, 1, 0, 0, 
P0.5N2L50.form142, 65, 1, 0, 0, 
P0.5N2L50.form143, 53, 1, 0, 0, 
